"id";"afternoonTemperature";"date";"eveningTemperature";"morningTemperature";"nightTemperature"
3715;13.42;"2020-03-21";9.92;9.92;7.33
3716;5.5;"2020-03-24";3.0;0.67;-1.08
3717;13.25;"2020-03-27";11.58;8.92;6.33
3718;4.17;"2020-03-31";3.42;1.42;3.75
3719;9.92;"2020-04-03";6.08;5.36;0.0
3720;12.08;"2020-04-06";8.83;7.5;6.67
3721;17.75;"2020-03-30";11.5;9.92;6.42
3722;9.58;"2020-04-02";3.5;2.25;-1.67
3723;14.75;"2020-04-05";11.83;10.0;7.92
3724;13.75;"2020-04-08";8.33;9.58;6.67
3725;14.83;"2020-04-11";9.08;7.92;7.33
3726;15.42;"2020-04-14";8.33;10.75;8.0
3727;14.83;"2020-04-18";10.33;12.67;9.67
3728;13.75;"2020-04-22";9.5;7.83;6.42
3729;16.25;"2020-04-26";12.83;11.25;11.08
3730;17.0;"2020-05-01";12.0;14.0;10.08
3731;13.67;"2020-04-04";8.17;7.25;3.5
3732;21.92;"2020-04-10";14.92;10.63;6.75
3733;13.33;"2020-04-13";9.33;10.33;5.92
3734;21.67;"2020-04-17";13.42;13.08;8.92
3735;11.64;"2020-04-21";10.25;7.54;6.0
3736;18.58;"2020-04-24";11.83;15.63;9.0
3737;17.0;"2020-04-28";11.92;11.75;5.75
3738;14.92;"2020-05-02";12.83;12.33;11.67
3739;18.17;"2020-05-05";15.25;15.5;14.0
3740;17.67;"2020-05-09";12.83;13.67;6.58
3741;15.67;"2020-04-07";11.33;8.75;3.08
3742;11.33;"2020-04-12";6.42;7.75;5.08
3743;18.58;"2020-04-16";12.67;9.92;7.92
3744;14.25;"2020-04-20";11.17;10.33;11.25
3745;17.08;"2020-04-23";11.42;11.75;7.08
3746;15.92;"2020-04-27";11.92;9.58;6.0
3747;14.58;"2020-04-30";12.0;13.0;9.83
3748;20.33;"2020-05-04";15.75;15.42;9.0
3749;15.92;"2020-05-08";12.83;11.5;9.0
3750;21.5;"2020-05-11";16.08;16.83;11.25
3751;17.92;"2020-04-09";10.75;10.5;4.5
3752;11.67;"2020-04-15";9.83;5.42;2.67
3753;15.75;"2020-04-19";11.5;11.5;6.17
3754;14.67;"2020-04-25";11.33;12.33;9.0
3755;14.08;"2020-04-29";11.17;12.5;10.58
3756;18.17;"2020-05-03";11.92;14.67;10.75
3757;11.33;"2020-05-07";9.42;9.08;5.08
3758;20.25;"2020-05-10";15.5;16.25;9.0
3759;16.25;"2020-05-14";14.42;13.83;9.17
3760;16.17;"2020-05-17";14.58;14.17;8.25
3761;10.92;"2020-05-06";8.58;15.0;8.58
3762;20.17;"2020-05-12";17.58;16.5;14.67
3763;18.75;"2020-05-16";14.42;15.33;13.67
3764;16.25;"2020-05-23";14.0;11.67;6.42
3765;20.17;"2020-05-27";17.75;14.92;9.92
3766;19.33;"2020-05-31";16.25;16.58;12.5
3767;19.08;"2020-06-04";16.25;16.92;12.75
3768;27.58;"2020-06-07";24.58;19.83;16.0
3769;30.58;"2020-06-11";24.17;24.5;18.08
3770;23.0;"2020-06-14";20.17;20.92;19.25
3771;18.42;"2020-05-15";16.08;14.17;13.92
3772;22.83;"2020-05-19";18.0;18.75;12.25
3773;17.67;"2020-05-22";14.42;12.67;8.83
3774;16.33;"2020-05-26";13.58;12.92;12.17
3775;16.08;"2020-05-29";15.17;13.75;13.5
3776;16.0;"2020-06-02";13.58;12.58;8.08
3777;21.83;"2020-06-06";17.83;19.5;16.42
3778;30.0;"2020-06-10";24.33;22.83;15.92
3779;25.08;"2020-06-13";22.17;21.08;17.75
3780;29.5;"2020-06-19";22.92;22.75;19.67
3781;14.25;"2020-05-13";9.67;9.17;8.33
3782;23.25;"2020-05-18";16.75;16.25;12.83
3783;17.25;"2020-05-20";14.25;17.42;15.75
3784;18.75;"2020-05-24";14.0;16.33;11.42
3785;15.67;"2020-05-28";14.58;12.75;14.67
3786;15.42;"2020-06-03";14.08;13.25;11.75
3787;28.5;"2020-06-08";20.5;21.33;19.75
3788;26.0;"2020-06-12";21.42;23.0;19.5
3789;21.5;"2020-06-16";20.42;19.25;17.33
3790;25.58;"2020-06-20";22.58;22.08;20.58
3791;16.75;"2020-05-21";13.92;12.67;13.25
3792;16.67;"2020-05-25";15.75;13.08;12.83
3793;16.17;"2020-05-30";13.92;13.5;13.17
3794;16.75;"2020-06-01";13.25;14.58;11.08
3795;20.25;"2020-06-05";16.83;19.08;15.5
3796;24.25;"2020-06-09";19.42;19.0;15.67
3797;24.67;"2020-06-15";20.92;21.83;18.08
3798;23.83;"2020-06-17";21.33;21.5;17.08
3799;26.83;"2020-06-21";23.42;21.83;17.58
3800;25.75;"2020-06-24";22.67;26.42;20.75
3801;27.58;"2020-06-18";24.17;23.0;19.83
3802;27.08;"2020-06-22";22.83;23.67;18.75
3803;27.42;"2020-06-25";24.92;22.67;21.08
3804;31.58;"2020-06-28";27.67;27.83;22.08
3805;30.75;"2020-07-02";27.17;26.5;20.08
3806;34.5;"2020-07-06";29.92;27.25;24.67
3807;27.58;"2020-07-10";24.08;23.0;16.92
3808;24.58;"2020-07-14";20.92;19.89;15.4
3809;29.83;"2020-07-17";25.42;24.08;18.75
3810;29.0;"2020-07-22";26.8;24.75;22.79
3811;26.25;"2020-06-23";23.83;24.0;18.83
3812;31.33;"2020-06-27";27.33;25.75;20.0
3813;27.42;"2020-06-30";23.25;27.0;21.08
3814;34.25;"2020-07-04";31.17;28.33;21.17
3815;22.75;"2020-07-08";21.58;18.0;17.5
3816;30.25;"2020-07-11";27.25;25.25;19.0
3817;24.33;"2020-07-15";20.67;19.75;13.58
3818;29.08;"2020-07-19";25.17;24.75;21.67
3819;26.5;"2020-07-24";23.25;23.11;18.67
3820;32.5;"2020-07-26";30.58;25.67;20.58
3821;28.92;"2020-06-26";25.67;23.75;20.92
3822;27.75;"2020-06-29";24.42;27.25;22.42
3823;31.0;"2020-07-03";26.25;27.17;21.25
3824;32.92;"2020-07-05";29.08;26.17;25.25
3825;25.33;"2020-07-09";22.0;20.25;14.5
3826;31.25;"2020-07-12";26.92;28.17;21.58
3827;24.83;"2020-07-16";21.08;21.0;16.0
3828;25.5;"2020-07-20";23.33;24.33;20.5
3829;26.67;"2020-07-23";22.92;24.33;21.5
3830;31.92;"2020-07-28";25.58;25.83;22.58
3831;29.58;"2020-07-01";26.0;24.0;21.42
3832;32.5;"2020-07-07";23.17;28.75;23.92
3833;19.08;"2020-07-13";19.5;16.08;16.83
3834;29.42;"2020-07-18";26.75;23.75;20.67
3835;29.83;"2020-07-21";26.92;23.58;19.58
3836;29.3;"2020-07-25";25.17;24.33;19.07
3837;28.83;"2020-07-29";25.75;25.17;21.58
3838;26.08;"2020-08-01";22.67;20.08;17.5
3839;30.17;"2020-08-05";25.58;24.25;18.33
3840;29.92;"2020-08-09";27.75;24.33;23.25
3841;29.42;"2020-07-27";25.75;24.5;24.08
3842;32.17;"2020-07-30";28.17;26.83;21.17
3843;25.58;"2020-08-03";21.5;21.25;17.58
3844;32.58;"2020-08-06";29.17;25.17;19.92
3845;30.25;"2020-08-10";27.08;26.0;24.83
3846;25.08;"2020-08-14";21.5;20.08;15.75
3847;28.33;"2020-08-17";23.75;22.08;17.0
3848;27.64;"2020-08-20";24.83;22.33;18.92
3849;27.42;"2020-08-25";22.25;22.25;17.58
3850;27.42;"2020-08-29";22.5;23.5;18.33
3851;29.08;"2020-07-31";20.42;25.33;23.33
3852;26.67;"2020-08-04";22.67;23.08;16.42
3853;35.42;"2020-08-07";32.75;28.67;24.67
3854;27.33;"2020-08-11";24.33;24.75;23.25
3855;24.08;"2020-08-15";20.67;21.67;18.5
3856;28.5;"2020-08-18";23.33;22.5;17.58
3857;29.33;"2020-08-22";25.33;23.75;24.17
3858;27.33;"2020-08-26";23.17;21.67;18.87
3859;28.08;"2020-08-30";22.17;23.33;19.0
3860;31.58;"2020-09-02";25.17;23.0;17.67
3861;25.5;"2020-08-02";22.67;19.83;16.75
3862;33.67;"2020-08-08";30.0;28.33;27.33
3863;24.83;"2020-08-13";21.67;18.83;18.25
3864;28.83;"2020-08-19";23.42;22.33;17.5
3865;26.67;"2020-08-23";22.5;21.25;19.83
3866;27.08;"2020-08-28";22.33;21.75;20.92
3867;31.42;"2020-09-01";23.08;23.75;18.42
3868;18.42;"2020-09-05";20.0;18.73;18.0
3869;25.67;"2020-09-09";21.42;17.42;14.17
3870;26.5;"2020-09-12";21.58;19.75;19.08
3871;25.67;"2020-08-12";24.33;24.67;19.33
3872;25.92;"2020-08-16";22.08;21.18;16.69
3873;33.33;"2020-08-21";30.17;24.75;19.42
3874;26.67;"2020-08-24";21.25;24.0;19.5
3875;28.58;"2020-08-27";24.92;23.08;17.08
3876;30.5;"2020-08-31";24.33;23.0;17.75
3877;21.75;"2020-09-04";18.58;22.08;24.5
3878;25.33;"2020-09-08";20.5;20.5;18.5
3879;26.75;"2020-09-15";21.67;20.5;19.08
3880;22.92;"2020-09-20";16.17;15.67;10.67
3881;28.17;"2020-09-06";23.75;19.83;18.17
3882;25.73;"2020-09-10";21.08;20.25;15.92
3883;27.5;"2020-09-13";21.58;19.17;16.75
3884;26.42;"2020-09-16";21.0;20.58;18.42
3885;19.08;"2020-09-19";15.5;14.0;12.83
3886;21.67;"2020-09-23";15.75;14.75;10.08
3887;24.58;"2020-09-27";18.25;21.58;21.83
3888;19.75;"2020-10-01";16.0;16.17;13.75
3889;21.75;"2020-10-05";20.08;19.75;19.58
3890;21.17;"2020-10-08";20.92;20.17;20.42
3891;30.75;"2020-09-03";25.42;24.17;19.33
3892;26.92;"2020-09-07";22.58;21.5;20.17
3893;26.36;"2020-09-11";23.67;19.67;18.0
3894;28.75;"2020-09-14";24.17;20.83;16.58
3895;19.92;"2020-09-18";16.33;16.0;18.42
3896;22.58;"2020-09-24";18.17;16.17;12.75
3897;22.25;"2020-09-28";18.92;18.67;13.83
3898;20.17;"2020-10-02";17.17;14.33;13.83
3899;21.58;"2020-10-06";20.75;20.75;20.0
3900;22.0;"2020-10-11";17.17;15.17;14.75
3901;24.75;"2020-09-17";19.83;21.0;17.67
3902;21.83;"2020-09-21";15.5;18.67;16.33
3903;21.83;"2020-09-22";15.0;15.92;11.42
3904;23.17;"2020-09-26";21.83;21.42;18.83
3905;18.42;"2020-09-30";17.25;14.08;14.83
3906;22.42;"2020-10-03";19.75;18.58;14.33
3907;22.42;"2020-10-07";21.0;21.0;20.17
3908;22.42;"2020-10-10";18.5;18.0;16.33
3909;21.25;"2020-10-13";20.17;19.67;18.92
3910;21.58;"2020-10-17";15.58;20.08;17.5
3911;23.17;"2020-09-25";18.83;18.58;15.33
3912;22.0;"2020-09-29";16.75;20.92;19.83
3913;22.42;"2020-10-04";19.75;20.25;19.0
3914;20.75;"2020-10-09";17.83;18.75;19.17
3915;20.58;"2020-10-14";15.42;15.33;16.42
3916;17.08;"2020-10-18";13.0;12.33;10.83
3917;20.0;"2020-10-22";13.92;12.33;12.17
3918;18.67;"2020-10-27";15.42;17.5;17.25
3919;10.33;"2020-11-01";9.5;9.58;8.17
3920;11.92;"2020-11-05";7.75;9.25;9.08
3921;21.67;"2020-10-12";18.83;17.08;13.58
3922;20.58;"2020-10-15";18.83;14.25;11.83
3923;14.75;"2020-10-19";8.67;9.64;8.21
3924;20.92;"2020-10-23";14.75;12.25;9.67
3925;17.25;"2020-10-26";17.83;16.17;16.0
3926;15.5;"2020-10-30";12.42;12.08;10.67
3927;11.0;"2020-11-03";9.75;8.75;5.25
3928;9.58;"2020-11-06";8.42;7.33;8.33
3929;8.83;"2020-11-09";8.33;5.67;3.83
3930;10.08;"2020-11-14";8.08;5.75;4.5
3931;17.42;"2020-10-21";14.58;10.75;6.75
3932;20.33;"2020-10-24";16.67;11.83;9.42
3933;15.42;"2020-10-28";15.0;13.58;14.58
3934;10.42;"2020-10-31";8.5;10.25;10.83
3935;13.42;"2020-11-04";11.0;9.33;9.25
3936;12.42;"2020-11-07";7.0;10.08;9.25
3937;9.83;"2020-11-10";8.75;8.58;8.0
3938;8.92;"2020-11-13";7.17;9.17;8.75
3939;9.33;"2020-11-16";7.92;8.25;6.0
3940;2.33;"2020-11-20";1.0;4.67;4.33
3941;21.67;"2020-10-16";18.75;19.5;16.08
3942;15.25;"2020-10-20";9.0;7.5;3.92
3943;16.83;"2020-10-25";16.8;14.67;14.21
3944;14.17;"2020-10-29";10.67;13.17;14.42
3945;10.5;"2020-11-02";7.17;9.5;9.0
3946;13.25;"2020-11-08";7.17;5.5;3.08
3947;7.58;"2020-11-12";7.25;6.5;6.33
3948;9.17;"2020-11-15";4.92;7.67;7.17
3949;1.75;"2020-11-19";2.5;1.42;0.75
3950;2.92;"2020-11-22";-0.08;1.25;-0.17
3951;8.83;"2020-11-11";7.25;5.67;4.67
3952;4.25;"2020-11-17";4.25;5.42;6.75
3953;3.92;"2020-11-21";2.75;1.67;1.0
3954;8.25;"2020-11-25";4.25;1.58;-0.5
3955;2.75;"2020-11-30";1.0;4.0;4.17
3956;5.58;"2020-12-04";5.0;6.0;3.0
3957;0.67;"2020-12-09";1.33;0.17;0.17
3958;5.83;"2020-12-13";5.33;5.17;5.25
3959;5.0;"2020-12-17";5.0;4.0;2.08
3960;1.83;"2020-12-21";-0.5;3.0;3.0
3961;9.33;"2020-11-26";7.8;4.42;0.5
3962;5.83;"2020-11-29";5.0;3.5;1.0
3963;2.92;"2020-12-02";3.0;2.5;2.17
3964;1.83;"2020-12-05";1.33;3.92;4.0
3965;-0.33;"2020-12-08";0.18;-1.0;-0.15
3966;3.0;"2020-12-12";4.67;3.0;3.75
3967;1.0;"2020-12-16";1.0;1.0;1.33
3968;4.0;"2020-12-19";3.17;3.33;4.08
3969;7.0;"2020-12-24";8.0;4.67;3.92
3970;6.42;"2020-12-28";6.17;4.67;3.92
3971;8.42;"2020-11-24";3.17;5.08;3.0
3972;1.25;"2020-11-28";1.5;0.0;0.0
3973;3.5;"2020-12-03";3.17;3.0;3.0
3974;-2.08;"2020-12-07";-0.17;-3.17;-1.42
3975;2.25;"2020-12-11";3.0;2.83;5.42
3976;4.0;"2020-12-14";3.5;4.0;4.0
3977;5.0;"2020-12-18";5.0;4.33;4.58
3978;4.92;"2020-12-23";5.5;3.08;1.17
3979;9.0;"2020-12-25";7.17;7.75;8.5
3980;11.0;"2020-12-29";8.33;9.75;8.17
3981;3.67;"2020-11-18";1.67;3.08;3.17
3982;7.08;"2020-11-23";1.58;1.17;0.17
3983;9.75;"2020-11-27";1.17;6.5;2.11
3984;1.58;"2020-12-01";2.08;0.58;0.67
3985;1.08;"2020-12-06";0.58;0.83;1.92
3986;5.67;"2020-12-10";6.42;3.42;2.0
3987;3.17;"2020-12-15";3.36;2.0;2.77
3988;3.83;"2020-12-20";3.42;2.17;2.67
3989;-0.33;"2020-12-22";-0.33;-1.08;-1.0
3990;4.0;"2020-12-26";2.25;3.25;6.58
3991;10.33;"2020-12-30";9.42;9.0;7.67
3992;4.75;"2021-01-03";4.33;6.08;7.17
3993;9.25;"2021-01-07";6.0;8.5;8.0
3994;4.42;"2021-01-10";0.25;0.33;-1.0
3995;1.67;"2021-01-12";0.0;1.67;1.0
3996;-13.33;"2021-01-17";-14.17;-14.08;-12.92
3997;4.42;"2021-01-21";3.42;-2.33;-2.75
3998;2.83;"2021-01-26";1.75;2.67;2.0
3999;-0.83;"2021-01-28";-1.0;-0.42;-0.83
4000;0.75;"2021-01-31";0.83;0.17;0.25
4001;3.58;"2020-12-27";3.92;1.75;1.58
4002;10.42;"2020-12-31";9.17;9.42;9.0
4003;8.58;"2021-01-06";6.92;4.75;5.67
4004;2.75;"2021-01-09";-0.42;1.42;1.08
4005;-2.25;"2021-01-13";-4.58;-2.0;-1.75
4006;-4.17;"2021-01-16";-7.92;-5.75;-6.92
4007;1.75;"2021-01-20";1.92;-2.67;-12.83
4008;8.0;"2021-01-24";6.58;8.58;8.0
4009;-0.42;"2021-01-29";-2.25;-3.83;-3.25
4010;0.58;"2021-02-02";0.58;0.33;0.92
4011;8.0;"2021-01-02";5.5;3.58;1.92
4012;4.58;"2021-01-05";6.33;4.0;2.67
4013;2.0;"2021-01-11";0.83;0.58;0.5
4014;-0.25;"2021-01-14";-8.0;-4.75;-4.92
4015;-11.25;"2021-01-18";-14.75;-10.08;-11.25
4016;8.5;"2021-01-23";7.25;5.08;3.75
4017;0.0;"2021-01-27";0.0;0.0;0.25
4018;4.08;"2021-02-01";1.0;4.83;1.25
4019;3.08;"2021-02-05";1.92;1.42;2.5
4020;6.5;"2021-02-09";4.58;5.0;4.83
4021;10.75;"2021-01-01";5.17;8.17;9.33
4022;5.0;"2021-01-04";3.83;4.33;4.83
4023;3.83;"2021-01-08";2.0;3.5;2.08
4024;-3.0;"2021-01-15";-4.92;-8.58;-9.5
4025;-11.67;"2021-01-19";-14.25;-16.75;-16.83
4026;6.08;"2021-01-22";5.08;3.0;2.83
4027;8.25;"2021-01-25";6.0;7.83;5.92
4028;4.33;"2021-01-30";2.25;2.17;-4.42
4029;2.42;"2021-02-03";2.0;2.67;1.42
4030;-2.0;"2021-02-07";-2.08;-2.42;-3.33
4031;4.92;"2021-02-04";5.33;3.25;1.75
4032;0.5;"2021-02-08";2.08;-1.5;-2.0
4033;8.17;"2021-02-11";5.92;6.25;3.25
4034;-3.08;"2021-02-14";-5.5;-6.0;-8.17
4035;-1.25;"2021-02-18";-5.08;-2.25;-2.17
4036;8.75;"2021-02-22";2.25;2.83;1.0
4037;-0.25;"2021-02-24";0.33;-1.0;-0.75
4038;6.58;"2021-02-28";3.08;4.5;3.75
4039;9.58;"2021-03-03";4.08;3.5;2.58
4040;4.42;"2021-03-06";-1.75;1.67;4.67
4041;-2.17;"2021-02-06";-3.42;-1.25;0.08
4042;9.75;"2021-02-10";3.42;8.58;7.5
4043;-5.33;"2021-02-13";-7.0;-8.67;-9.83
4044;-2.92;"2021-02-17";-2.0;-8.17;-12.83
4045;4.58;"2021-02-21";0.92;2.33;1.0
4046;16.75;"2021-02-26";8.33;8.0;4.83
4047;3.92;"2021-03-01";3.25;2.33;1.17
4048;9.0;"2021-03-04";5.0;5.42;0.58
4049;9.0;"2021-03-08";5.33;2.67;0.23
4050;2.58;"2021-03-11";0.5;-1.0;-2.0
4051;-6.83;"2021-02-12";-9.83;-6.5;-1.5
4052;-6.58;"2021-02-16";-9.58;-8.5;-8.17
4053;-3.42;"2021-02-19";-5.92;-8.58;-9.0
4054;7.92;"2021-02-23";1.25;2.5;-0.83
4055;7.92;"2021-02-27";5.17;6.33;2.92
4056;10.67;"2021-03-05";5.83;5.58;2.58
4057;3.25;"2021-03-09";0.0;1.08;1.5
4058;2.08;"2021-03-12";3.67;1.83;-0.67
4059;8.92;"2021-03-15";7.83;6.92;5.42
4060;5.0;"2021-03-19";3.25;3.08;3.17
4061;-1.42;"2021-02-15";-4.75;-3.58;-5.83
4062;2.08;"2021-02-20";1.0;-3.25;-7.5
4063;12.25;"2021-02-25";8.17;3.42;1.25
4064;6.92;"2021-03-02";4.0;2.83;2.0
4065;6.17;"2021-03-07";1.58;-0.75;-5.0
4066;5.83;"2021-03-13";3.08;3.5;1.5
4067;8.33;"2021-03-17";6.25;6.33;5.17
4068;5.92;"2021-03-21";1.58;1.75;-1.58
4069;11.58;"2021-03-26";6.25;4.75;1.67
4070;10.17;"2021-03-31";6.67;5.33;3.0
4071;8.67;"2021-03-16";5.58;6.5;4.83
4072;6.33;"2021-03-20";2.25;2.0;0.5
4073;4.5;"2021-03-24";2.33;-0.33;-2.17
4074;11.83;"2021-03-27";5.58;6.42;1.5
4075;5.75;"2021-03-29";5.75;4.33;5.0
4076;11.33;"2021-04-03";7.83;6.58;6.5
4077;6.58;"2021-04-07";3.92;8.58;7.75
4078;15.25;"2021-04-11";12.25;7.75;2.42
4079;11.33;"2021-04-12";9.08;9.17;5.58
4080;9.67;"2021-04-16";7.67;6.33;5.83
4081;0.67;"2021-03-10";-0.42;-0.17;-0.42
4082;7.25;"2021-03-14";5.92;6.25;4.92
4083;4.92;"2021-03-18";4.25;4.17;6.0
4084;6.25;"2021-03-23";0.92;3.25;2.25
4085;12.25;"2021-03-28";6.83;5.25;3.67
4086;13.42;"2021-04-01";7.92;6.5;2.67
4087;7.33;"2021-04-04";6.33;5.25;5.6
4088;10.0;"2021-04-09";6.0;4.0;0.33
4089;11.25;"2021-04-13";8.67;8.5;8.33
4090;11.42;"2021-04-17";7.92;7.92;4.33
4091;3.08;"2021-03-22";2.08;3.5;0.5
4092;1.67;"2021-03-25";1.0;0.17;1.08
4093;10.83;"2021-03-30";7.67;5.83;4.67
4094;12.83;"2021-04-02";10.17;8.67;4.92
4095;10.92;"2021-04-05";7.5;5.83;4.25
4096;11.58;"2021-04-10";6.83;5.92;1.25
4097;9.75;"2021-04-15";7.58;9.0;8.08
4098;13.33;"2021-04-19";11.83;10.17;9.33
4099;13.33;"2021-04-23";7.42;12.17;10.17
4100;11.42;"2021-04-26";8.58;9.92;9.25
4101;9.67;"2021-04-06";7.58;7.67;6.0
4102;9.25;"2021-04-08";6.0;4.42;2.5
4103;9.0;"2021-04-14";8.0;8.33;7.58
4104;13.08;"2021-04-18";11.25;8.5;4.33
4105;15.33;"2021-04-22";11.67;11.08;7.25
4106;8.5;"2021-04-28";8.67;5.33;3.67
4107;18.67;"2021-05-01";13.17;15.75;10.42
4108;16.08;"2021-05-06";15.17;13.5;11.08
4109;14.58;"2021-05-08";11.25;13.42;13.83
4110;22.5;"2021-05-11";19.08;13.83;7.92
4111;15.33;"2021-04-21";10.75;10.25;5.33
4112;13.0;"2021-04-24";10.25;7.75;4.0
4113;8.92;"2021-04-27";5.25;7.25;6.67
4114;15.08;"2021-05-02";13.33;13.67;12.17
4115;14.17;"2021-05-04";10.75;11.08;7.92
4116;14.67;"2021-05-09";10.75;9.0;5.58
4117;14.58;"2021-05-13";13.33;13.5;8.67
4118;19.42;"2021-05-16";15.92;16.33;11.58
4119;12.92;"2021-05-20";12.42;12.67;10.58
4120;24.08;"2021-05-27";19.58;18.75;13.08
4121;13.5;"2021-04-20";11.75;9.75;10.75
4122;11.5;"2021-04-25";9.33;8.83;8.33
4123;13.5;"2021-04-29";10.83;10.75;8.75
4124;18.83;"2021-05-03";13.58;16.25;12.83
4125;15.0;"2021-05-07";13.5;14.92;10.17
4126;18.17;"2021-05-14";15.5;14.75;10.58
4127;17.08;"2021-05-18";14.83;15.5;14.08
4128;20.92;"2021-05-22";15.92;16.17;10.0
4129;19.25;"2021-05-25";14.33;14.17;10.58
4130;25.67;"2021-05-28";22.08;22.08;16.92
4131;14.83;"2021-04-30";11.58;12.67;8.0
4132;14.67;"2021-05-05";12.08;13.33;9.08
4133;17.17;"2021-05-10";12.25;12.75;7.17
4134;15.33;"2021-05-12";11.42;13.17;13.42
4135;20.25;"2021-05-17";15.0;15.67;13.42
4136;16.75;"2021-05-19";15.25;13.58;13.0
4137;23.67;"2021-05-23";17.25;18.08;12.08
4138;20.5;"2021-05-26";17.83;16.92;12.17
4139;20.17;"2021-05-30";17.42;17.5;13.42
4140;21.0;"2021-05-31";16.83;16.58;14.17
4141;20.75;"2021-05-15";15.83;17.5;12.92
4142;16.83;"2021-05-21";14.75;12.5;11.75
4143;20.08;"2021-05-24";15.58;17.5;14.83
4144;22.0;"2021-05-29";18.92;17.5;17.33
4145;12.42;"2021-06-01";11.08;12.67;14.58
4146;23.42;"2021-06-05";19.33;17.08;12.67
4147;25.17;"2021-06-08";20.75;20.17;14.5
4148;23.42;"2021-06-12";20.83;20.67;14.67
4149;20.75;"2021-06-16";18.0;18.67;18.17
4150;24.08;"2021-06-20";22.64;20.33;20.67
4151;13.0;"2021-06-02";13.25;10.58;10.08
4152;20.0;"2021-06-06";15.33;16.0;15.42
4153;25.42;"2021-06-09";21.17;21.18;15.62
4154;22.42;"2021-06-13";16.33;20.67;15.67
4155;19.42;"2021-06-17";20.75;17.33;16.08
4156;25.25;"2021-06-21";24.08;21.58;17.75
4157;31.58;"2021-06-24";29.17;26.17;21.42
4158;27.42;"2021-06-28";24.33;23.17;19.33
4159;25.5;"2021-07-01";22.5;22.92;21.5
4160;24.58;"2021-07-05";21.42;19.83;19.5
4161;16.25;"2021-06-03";15.25;14.08;14.0
4162;24.75;"2021-06-07";19.75;18.17;12.5
4163;22.67;"2021-06-11";19.5;19.25;13.75
4164;19.67;"2021-06-14";19.58;15.25;14.42
4165;22.0;"2021-06-18";18.75;20.25;18.58
4166;26.08;"2021-06-22";23.17;22.5;21.17
4167;32.5;"2021-06-26";25.0;27.33;23.75
4168;28.75;"2021-06-30";24.33;25.17;20.33
4169;25.75;"2021-07-04";20.75;22.08;19.25
4170;26.92;"2021-07-06";25.33;22.75;20.75
4171;20.75;"2021-06-04";17.5;15.5;12.75
4172;24.5;"2021-06-10";20.08;19.91;15.85
4173;21.08;"2021-06-15";19.25;19.25;17.83
4174;25.75;"2021-06-19";23.83;20.08;18.33
4175;28.17;"2021-06-23";23.25;24.5;19.08
4176;29.83;"2021-06-25";28.0;24.08;22.67
4177;26.75;"2021-06-29";23.42;24.25;18.42
4178;26.58;"2021-07-03";23.75;22.3;18.14
4179;26.0;"2021-07-07";23.5;22.0;21.5
4180;30.0;"2021-07-12";25.58;24.83;20.67
4181;27.67;"2021-06-27";23.58;23.91;20.77
4182;30.25;"2021-07-02";22.17;23.36;21.17
4183;29.75;"2021-07-08";27.5;24.58;21.33
4184;31.5;"2021-07-10";25.83;25.25;20.08
4185;27.83;"2021-07-13";25.83;23.33;21.67
4186;33.33;"2021-07-18";29.17;27.75;24.25
4187;23.42;"2021-07-21";21.67;21.5;21.58
4188;28.33;"2021-07-25";25.25;23.5;18.5
4189;31.08;"2021-07-29";27.33;27.0;22.17
4190;28.92;"2021-08-01";25.58;26.17;21.58
4191;29.17;"2021-07-09";26.25;24.67;21.17
4192;32.09;"2021-07-14";27.67;26.5;22.17
4193;33.5;"2021-07-16";28.17;27.33;20.75
4194;32.42;"2021-07-20";27.0;27.5;24.92
4195;26.83;"2021-07-24";23.25;21.92;17.0
4196;29.83;"2021-07-28";26.67;25.67;21.17
4197;29.42;"2021-07-31";25.75;26.67;21.58
4198;27.0;"2021-08-04";23.83;23.92;19.67
4199;26.42;"2021-08-08";23.0;20.25;16.25
4200;29.67;"2021-08-11";25.82;23.5;21.0
4201;29.58;"2021-07-11";25.42;24.08;21.83
4202;32.17;"2021-07-15";27.33;26.92;20.67
4203;33.42;"2021-07-19";29.17;28.75;24.0
4204;26.5;"2021-07-22";22.33;22.25;18.19
4205;30.5;"2021-07-26";27.08;23.67;19.75
4206;29.67;"2021-07-30";26.5;23.5;21.33
4207;28.42;"2021-08-02";23.08;26.42;23.25
4208;25.5;"2021-08-06";20.67;26.33;24.83
4209;30.67;"2021-08-10";26.83;24.08;20.5
4210;28.17;"2021-08-14";24.0;21.33;17.5
4211;32.25;"2021-07-17";29.0;26.67;22.33
4212;25.33;"2021-07-23";21.75;20.58;17.33
4213;31.0;"2021-07-27";25.67;25.42;20.75
4214;28.0;"2021-08-03";25.25;22.58;21.08
4215;22.5;"2021-08-07";20.75;19.17;19.92
4216;27.75;"2021-08-12";23.25;23.25;20.42
4217;29.17;"2021-08-17";23.75;23.42;18.58
4218;27.42;"2021-08-23";21.92;20.92;17.25
4219;26.5;"2021-08-28";23.17;22.58;18.75
4220;26.91;"2021-08-31";21.5;20.25;17.77
4221;28.08;"2021-08-05";25.5;25.83;22.0
4222;29.42;"2021-08-09";26.0;21.67;17.17
4223;26.83;"2021-08-13";23.25;21.17;17.67
4224;29.67;"2021-08-16";24.33;24.17;18.92
4225;26.0;"2021-08-20";22.92;19.92;16.42
4226;27.58;"2021-08-24";21.75;21.92;17.25
